uc010nxq.1	chr1	11873	14409	2537	1460
uc009viu.3	chr1	14361	19759	5399	3217
uc009viw.2	chr1	14406	29370	14965	8103
uc001aak.3	chr1	34610	36081	1472	748
uc001aal.1	chr1	69090	70008	919	393
uc001aam.4	chr1	136697	140566	3870	2332
uc001aaq.2	chr1	321083	321115	33	16
uc001aar.2	chr1	321145	321207	63	36
uc009vjk.2	chr1	322036	326938	4903	2668
uc021oei.1	chr1	327545	328439	895	568
uc010nxu.2	chr1	367658	368597	940	432
uc001aax.1	chr1	420205	421839	1635	705
uc021oej.1	chr1	566092	566115	24	11
uc021oek.1	chr1	566134	566155	22	11
uc021oel.1	chr1	566239	566263	25	10
uc001abb.3	chr1	568843	568913	71	24
uc010nxv.2	chr1	621095	622034	940	432
uc009vjm.3	chr1	661138	670994	9857	5134
uc001abi.2	chr1	668417	668479	63	36
uc001abj.3	chr1	668509	668541	33	15
uc010nxw.2	chr1	671823	671885	63	36
uc001abl.3	chr1	671915	671947	33	15
uc001abm.2	chr1	674239	679736	5498	2484
uc001abo.3	chr1	700244	714068	13825	6478
uc010nxx.2	chr1	761585	762902	1318	694
uc001abr.1	chr1	763063	789740	26678	12290
uc001abt.4	chr1	803450	812182	8733	4195
uc001abu.1	chr1	846814	850328	3515	2057
uc010nxy.1	chr1	852952	854817	1866	1154
uc001abw.1	chr1	861120	879961	18842	12348
uc001abz.4	chr1	879582	894679	15098	8988
uc001aca.2	chr1	895966	901099	5134	3484
uc001acd.3	chr1	901876	910484	8609	5418
uc001ach.2	chr1	910578	917473	6896	4670
uc001aci.2	chr1	934341	935552	1212	901
uc001acj.4	chr1	948846	949919	1074	690
uc001ack.2	chr1	955502	991499	35998	23653
uc001acl.1	chr1	995116	1001833	6718	4216
uc021oen.1	chr1	1007125	1009687	2563	1739
uc001acu.2	chr1	1017197	1051736	34540	18876
uc001acv.3	chr1	1072396	1079434	7039	4577
uc001acw.2	chr1	1102483	1102578	96	58
uc010nye.1	chr1	1103242	1103332	91	51
uc010nyf.1	chr1	1104384	1104467	84	49
uc001acx.1	chr1	1108435	1114935	6501	3967
uc001acy.2	chr1	1109285	1133313	24029	13156
uc001adc.3	chr1	1138887	1142089	3203	2160
uc001ade.3	chr1	1146705	1149548	2844	1999
uc001adh.4	chr1	1152287	1167447	15161	9306
uc001adk.3	chr1	1167628	1170420	2793	1794
uc001adl.2	chr1	1177825	1182102	4278	2967
uc001ado.3	chr1	1189291	1209234	19944	11232
uc001adt.1	chr1	1215815	1227409	11595	7645
uc001aeb.2	chr1	1227763	1243269	15507	10319
uc001aed.3	chr1	1243993	1247057	3065	2042
uc001aee.1	chr1	1246964	1260046	13083	7908
uc001aeo.3	chr1	1260142	1264276	4135	2696
uc010nyk.2	chr1	1266725	1269844	3120	2102
uc001aer.4	chr1	1270657	1284492	13836	9113
uc001aew.3	chr1	1288070	1293915	5846	3928
uc009vkb.1	chr1	1309109	1310562	1454	969
uc001afi.2	chr1	1321090	1334718	13629	7003
uc001afm.3	chr1	1334909	1337426	2518	1494
uc001afo.4	chr1	1337275	1342693	5419	2873
uc010nyo.2	chr1	1353799	1356824	3026	2022
uc010nyp.2	chr1	1361507	1363167	1661	1173
uc001afs.3	chr1	1370902	1378262	7361	4902
uc001aft.2	chr1	1385068	1405538	20471	11664
uc001afv.3	chr1	1407163	1431582	24420	14378
uc001aga.2	chr1	1447522	1470067	22546	13499
uc009vkf.3	chr1	1470157	1475740	5584	3688
uc001agd.3	chr1	1477052	1510262	33211	17894
uc021oer.1	chr1	1510354	1510644	291	185
uc021oes.1	chr1	1533387	1535476	2090	1469
uc001agf.1	chr1	1535818	1543166	7349	4547
uc001agg.3	chr1	1550794	1565990	15197	10092
uc001agp.3	chr1	1567559	1570030	2472	1775
uc001agv.1	chr1	1571099	1655775	84677	45634
uc001ahc.1	chr1	1586822	1590469	3648	1698
uc001ahg.4	chr1	1592938	1624243	31306	16812
uc001ahi.1	chr1	1631377	1633247	1871	1344
uc001ahx.1	chr1	1656053	1663343	7291	3729
uc001aia.2	chr1	1658823	1677438	18616	9713
uc001aie.3	chr1	1682670	1711508	28839	15489
uc001aif.3	chr1	1716724	1822526	105803	49405
uc001aih.1	chr1	1846265	1848733	2469	1558
uc001aij.2	chr1	1849028	1850740	1713	1158
uc001aik.3	chr1	1853395	1858842	5448	3558
uc001aim.1	chr1	1884751	1935276	50526	28043
uc001aio.1	chr1	1944651	1946969	2319	1198
uc001aip.2	chr1	1950767	1962192	11426	7143
uc001aiq.3	chr1	1981908	2116834	134927	76153
uc001aiu.1	chr1	2112574	2114663	2090	1248
uc001aix.2	chr1	2115898	2139172	23275	14192
uc001aiy.3	chr1	2120987	2126214	5228	3284
uc001aiz.1	chr1	2121236	2123179	1944	1249
uc001aja.4	chr1	2160133	2241652	81520	46848
uc001ajb.1	chr1	2252695	2322993	70299	40257
uc001ajc.3	chr1	2281852	2284100	2249	1297
uc010nyy.2	chr1	2309493	2322993	13501	7802
uc001aje.2	chr1	2323213	2336885	13673	7376
uc001ajh.3	chr1	2336240	2344010	7771	4715
uc001aji.1	chr1	2407753	2436964	29212	18857
uc001ajm.1	chr1	2439974	2458035	18062	10963
uc001ajn.3	chr1	2460183	2461684	1502	1026
uc001ajo.2	chr1	2481358	2484284	2927	1733
uc021oev.1	chr1	2486162	2488450	2289	1495
uc001ajt.1	chr1	2487804	2495188	7385	4765
uc001ajr.3	chr1	2487804	2495267	7464	4796
uc001aju.2	chr1	2518188	2522908	4721	3025
uc001ajy.2	chr1	2522080	2564481	42402	23299
uc021oey.1	chr1	2572806	2706230	133425	49883
uc001ajz.3	chr1	2938045	2939467	1423	875
uc001aka.3	chr1	2976180	2980350	4171	2520
uc010nzg.1	chr1	2980635	2984289	3655	2224
uc001akf.3	chr1	2985741	3355185	369445	212721
uc021oez.1	chr1	3044538	3044599	62	31
uc001akg.4	chr1	3371146	3397677	26532	16713
uc001akl.3	chr1	3404505	3528059	123555	77128
uc021ofa.1	chr1	3477259	3477354	96	59
uc001akm.3	chr1	3541555	3546694	5140	2689
uc001ako.3	chr1	3547330	3566671	19342	10396
uc001akp.3	chr1	3569128	3652765	83638	49771
uc009vlm.3	chr1	3652547	3663937	11391	6203
uc001akv.2	chr1	3668964	3688209	19246	10375
uc001akw.4	chr1	3689351	3692546	3196	2074
uc001akx.1	chr1	3696783	3713068	16286	8870
uc001aky.2	chr1	3728644	3773797	45154	21642
uc001alc.3	chr1	3773844	3801993	28150	14541
uc001alf.3	chr1	3805696	3816857	11162	5508
uc001alg.3	chr1	3816967	3832011	15045	8565
uc001ali.2	chr1	4000671	4012643	11973	6132
uc001alj.2	chr1	4472110	4484744	12635	5502
uc001aln.3	chr1	4715104	4843851	128748	67834
uc001alo.4	chr1	4847557	4852183	4627	2079
uc001alp.1	chr1	5621768	5728315	106548	49936
uc021ofm.1	chr1	5624130	5624203	74	47
uc021ofn.1	chr1	5922731	5922801	71	45
uc001alq.2	chr1	5922869	6052533	129665	64748
uc001aly.2	chr1	6105980	6161253	55274	31016
uc001amb.2	chr1	6161846	6240194	78349	44426
uc001amd.3	chr1	6245079	6259679	14601	6873
uc001amg.3	chr1	6266188	6281359	15172	8642
uc001amk.3	chr1	6281252	6296044	14793	7339
uc001amm.3	chr1	6297870	6299502	1633	905
uc009vly.2	chr1	6304251	6305638	1388	915
uc001amp.2	chr1	6307405	6321035	13631	8220
uc001ams.3	chr1	6324331	6445883	121553	65575
uc001amx.3	chr1	6475293	6479979	4687	2776
uc001amy.3	chr1	6484847	6521004	36158	21762
uc021ofo.1	chr1	6489893	6489956	64	41
uc001ane.3	chr1	6521213	6526255	5043	3012
uc001ano.1	chr1	6526151	6557484	31334	18647
uc001ans.3	chr1	6581406	6614658	33253	15905
uc001ant.3	chr1	6615337	6639817	24481	12844
uc001anx.3	chr1	6640062	6649340	9279	5361
uc001aoa.3	chr1	6650783	6662929	12147	6941
uc001aob.4	chr1	6673755	6684093	10339	5684
uc001aod.3	chr1	6685209	6693642	8434	4768
uc001aof.2	chr1	6694227	6761966	67740	31562
uc001aoi.3	chr1	6845383	7829766	984384	472515
uc001aol.3	chr1	7831328	7841492	10165	4347
uc001aoo.3	chr1	7844713	7905237	60525	24411
uc001aos.3	chr1	7907671	7913565	5895	2465
uc001aot.3	chr1	7975930	8003225	27296	11990
uc021ofs.1	chr1	7990338	7990408	71	42
uc001aox.4	chr1	8021713	8045342	23630	10726
uc001aoz.3	chr1	8071778	8086393	14616	6005
uc001apb.3	chr1	8384389	8404227	19839	10412
uc001apf.3	chr1	8412463	8877699	465237	194943
uc001apg.1	chr1	8440651	8441235	585	309
uc001apj.2	chr1	8921058	8939151	18094	9049
uc009vmm.2	chr1	8931005	8939151	8147	4094
uc021oft.1	chr1	8938893	8939943	1051	627
uc001apm.3	chr1	9005921	9035148	29228	14048
uc009vmo.1	chr1	9063358	9086404	23047	12085
uc001apo.3	chr1	9097004	9129887	32884	15747
uc001apq.1	chr1	9164475	9189229	24755	12407
uc001aps.3	chr1	9186983	9189250	2268	1364
uc009vmq.3	chr1	9208345	9242451	34107	17320
uc001apt.3	chr1	9294862	9331394	36533	19101
