117_at	chr1	159761072	159763004	1933	1184
1552269_at	chr1	215871289	216107115	235827	84122
1552296_at	chr1	45021843	45025964	4122	2433
1552309_a_at	chr1	78156395	78181520	25126	9892
1552314_a_at	chr1	28187570	28287794	100225	38804
1552383_at	chr1	210864438	210866740	2303	1277
1552384_a_at	chr1	210864438	210866740	2303	1277
1552391_at	chr1	221633381	221635430	2050	1292
1552395_at	chr1	32600384	32602497	2114	1194
1552402_at	chr1	1836406	1838593	2188	1383
1552418_at	chr1	1104918	1111107	6190	4074
1552419_s_at	chr1	1104918	1111107	6190	4074
1552423_at	chr1	155369562	155374890	5329	2423
1552477_a_at	chr1	208027336	208046102	18767	8447
1552478_a_at	chr1	208027336	208046102	18767	8447
1552480_s_at	chr1	196874848	196928971	54124	18468
1552481_s_at	chr1	117711593	117867464	155872	55225
1552497_a_at	chr1	158721450	158759666	38217	15162
1552498_at	chr1	33710845	33734579	23735	10283
1552499_a_at	chr1	33710845	33734579	23735	10283
1552502_s_at	chr1	39124427	39165096	40670	17831
1552515_at	chr1	114273518	114316218	42701	16954
1552516_a_at	chr1	114273518	114316218	42701	16954
1552535_at	chr1	42971347	42978512	7166	4266
1552548_at	chr1	55237204	55247053	9850	5098
1552549_a_at	chr1	55237204	55247053	9850	5098
1552610_a_at	chr1	65072496	65204801	132306	56528
1552611_a_at	chr1	65072496	65204801	132306	56528
1552617_a_at	chr1	174180911	174443244	262334	95280
1552618_at	chr1	179211725	179258669	46945	19116
1552620_at	chr1	151210970	151211690	721	390
1552631_a_at	chr1	27554261	27565421	11161	6727
1552641_s_at	chr1	1397061	1459278	62218	36015
1552656_s_at	chr1	160734244	160758984	24741	9687
1552666_a_at	chr1	69998445	70360734	362290	128700
1552672_a_at	chr1	116921364	117010576	89213	41014
1552712_a_at	chr1	181487270	181540632	53363	24722
1552738_a_at	chr1	112885934	112963472	77539	29896
1552739_s_at	chr1	112885934	112963472	77539	29896
1552771_a_at	chr1	224505167	224564057	58891	23708
1552779_a_at	chr1	75442747	75849357	406611	150543
1552782_at	chr1	75442747	75849357	406611	150543
1552803_a_at	chr1	26083258	26091685	8428	4147
1552835_at	chr1	195788007	196010945	222939	76356
1552846_s_at	chr1	28791286	28793690	2405	1446
1552853_at	chr1	20531994	20553333	21340	10517
1552854_a_at	chr1	20531994	20553333	21340	10517
1552857_a_at	chr1	19864366	19878642	14277	7558
1552862_at	chr1	153553268	153557959	4692	2435
1552870_s_at	chr1	177727460	177790491	63032	24708
1552880_at	chr1	176164903	176205673	40771	18343
1552908_at	chr1	245779073	245806469	27397	10584
1552912_a_at	chr1	67404756	67498250	93495	37286
1552930_at	chr1	2511945	2554289	42345	23267
1552933_at	chr1	109180868	109201229	20362	8569
1552940_at	chr1	180634044	180636374	2331	1067
1552942_at	chr1	229386467	229388766	2300	1214
1552948_at	chr1	3658821	3678068	19248	10375
1552969_a_at	chr1	35256700	35269878	13179	5426
1552970_s_at	chr1	35256700	35269878	13179	5426
1553034_at	chr1	241486098	241729710	243613	96930
1553045_at	chr1	226175319	226202222	26904	15440
1553059_at	chr1	151536961	151549818	12858	6036
1553067_a_at	chr1	144221108	144227102	5995	2643
1553072_at	chr1	149277939	149285787	7849	3626
1553118_at	chr1	150113464	150148908	35445	14925
1553120_at	chr1	35974380	36008163	33784	13872
1553156_at	chr1	178466043	178510811	44769	23272
1553157_at	chr1	178466043	178510811	44769	23272
1553176_at	chr1	160631679	160648541	16863	6982
1553177_at	chr1	160631679	160648541	16863	6982
1553194_at	chr1	71644405	72520822	876418	306161
1553196_a_at	chr1	155914650	155937271	22622	9174
1553224_at	chr1	23288857	23367925	79069	33641
1553297_a_at	chr1	36704230	36721096	16867	8922
1553299_at	chr1	226849983	226852375	2393	1087
1553315_at	chr1	41257087	41258973	1887	1062
1553333_at	chr1	116455898	116479384	23487	10215
1553338_at	chr1	224239511	224253646	14136	5863
1553371_at	chr1	37998544	38003411	4868	2634
1553373_at	chr1	239979569	240031580	52012	19730
1553376_a_at	chr1	177601734	177704475	102742	40305
1553386_at	chr1	40193404	40195174	1771	1059
1553407_at	chr1	39322425	39611732	289308	123252
1553412_at	chr1	48822128	49283973	461846	193158
1553425_at	chr1	43410612	43449136	38525	16114
1553430_a_at	chr1	234624302	234714631	90330	41051
1553434_at	chr1	47096492	47138734	42243	16877
1553437_at	chr1	18680452	18682886	2435	1554
1553444_a_at	chr1	10929119	10946845	17727	9458
1553454_at	chr1	150392698	150395171	2474	1134
1553529_at	chr1	19038679	19058742	20064	9964
1553541_at	chr1	163439548	163591641	152094	65523
1553546_at	chr1	225303941	225305374	1434	451
1553550_at	chr1	245485996	245487070	1075	457
1553565_s_at	chr1	85559722	85703316	143595	55601
1553589_a_at	chr1	47422229	47428191	5963	3427
1553635_s_at	chr1	66990729	67017322	26594	9909
1553654_at	chr1	208178218	208402520	224303	82066
1553672_at	chr1	223773368	223907411	134044	52120
1553674_at	chr1	74418187	74436461	18275	6084
1553677_a_at	chr1	166414794	166436509	21716	8482
1553691_at	chr1	233679266	233734404	55139	22229
1553697_at	chr1	227526780	227544887	18108	7922
1553698_a_at	chr1	227526780	227544887	18108	7922
1553702_at	chr1	119966419	119967543	1125	717
1553705_a_at	chr1	238137217	238139537	2321	1129
1553709_a_at	chr1	52642830	52655282	12453	5298
1553725_s_at	chr1	91156266	91178265	22000	7781
1553741_at	chr1	6218886	6222066	3181	1724
1553769_at	chr1	158187905	158190668	2764	1421
1553770_a_at	chr1	158187905	158190668	2764	1421
1553776_at	chr1	64441872	64482611	40740	15055
1553860_at	chr1	153272903	153290030	17128	9146
1553891_at	chr1	44357114	44372165	15052	6825
1553910_at	chr1	108566515	108588196	21682	9733
1553924_at	chr1	164839776	164861095	21320	7844
1553954_at	chr1	95220882	95311089	90208	36418
1553959_a_at	chr1	1157469	1159423	1955	1315
1554043_a_at	chr1	245263611	245264205	595	241
1554049_s_at	chr1	158475635	158498862	23228	9718
1554050_at	chr1	28134093	28155578	21486	10659
1554057_at	chr1	153798487	153800669	2183	1293
1554069_at	chr1	22762656	22788701	26046	14423
1554074_s_at	chr1	41253855	41260005	6151	3600
1554077_a_at	chr1	44892760	44912720	19961	9862
1554082_a_at	chr1	6507492	6537182	29691	14189
1554084_a_at	chr1	6507492	6537182	29691	14189
1554103_at	chr1	202647108	202648167	1060	643
